Date;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|
vie. sept. 25 2020;-98,56;-126,35;15;0;15;0;|;-95,69;-124,51;16;1;15;0;|;-102,47;-126,42;9;1;8;0;|;-89,82;-126,87;11;2;9;0;|;-108,06;-127,62;7;1;6;0;|;-92,74;-128,56;15;0;15;0;|;-93,65;-128,72;22;9;12;1;|;-101,59;-128,3;18;0;18;0;|;-96,09;-128,2;17;3;14;0;|;-103,44;-128,32;12;3;9;0;|;-108,05;-129,13;8;0;8;0;|;-100,37;-128,57;11;2;9;0;|;-107,07;-128,62;10;1;9;0;|;-104,53;-128,66;5;0;5;0;|;-94,65;-128,61;6;0;6;0;|;-109,09;-128,84;4;0;4;0;|;-105,84;-129,09;1;1;0;0;|;-97,75;-128,64;8;0;8;0;|;-104,04;-128,34;6;0;6;0;|;-105,82;-128,22;6;1;5;0;|;-85,18;-128,08;13;3;10;0;|;-93,99;-127,74;12;2;10;0;|;-101,95;-126,41;12;1;11;0;|;-107,1;-127,67;4;0;4;0;|;-85,18;-127,94;248;31;216;1;|
sáb. sept. 26 2020;-104,75;-128,98;10;0;10;0;|;-100,27;-128,57;17;0;17;0;|;-102,72;-128,37;12;1;11;0;|;-100,73;-128,14;7;1;6;0;|;-99,17;-128,89;14;1;13;0;|;-98,12;-127,25;18;1;17;0;|;-99,33;-128,78;22;2;20;0;|;-89,01;-127,39;15;3;12;0;|;-91,47;-128,56;13;2;11;0;|;-91,07;-128,6;17;1;16;0;|;-98,04;-126,75;26;6;12;8;|;-101,59;-126,55;17;2;10;5;|;-92,4;-128,61;10;1;9;0;|;-95,04;-128,57;6;0;6;0;|;-102,6;-128,76;7;1;6;0;|;-91,74;-128,61;5;1;3;1;|;-99,59;-128,3;5;2;3;0;|;-105,78;-128,93;8;2;6;0;|;-103,63;-127,49;5;0;5;0;|;-99,87;-127,53;2;0;2;0;|;-94,14;-127,05;6;1;5;0;|;-90,33;-127,35;10;1;9;0;|;-100,05;-127,03;12;0;12;0;|;-91,46;-126,9;16;0;16;0;|;-89,01;-128;280;29;237;14;|
dom. sept. 27 2020;-107,38;-126,75;7;0;7;0;|;-102,5;-127,11;7;1;6;0;|;-97,79;-128,13;11;1;10;0;|;-102,97;-128,32;14;2;12;0;|;-97,24;-128,3;11;0;11;0;|;-89,5;-128,29;11;1;10;0;|;-92,52;-128,5;12;2;10;0;|;-102,75;-128,1;17;1;16;0;|;-101,79;-128,39;7;1;6;0;|;-95,44;-128,44;12;0;12;0;|;-92,28;-128,93;13;2;11;0;|;-93,49;-129,06;13;5;8;0;|;-99,45;-128,09;10;5;5;0;|;-104,38;-128,99;10;1;9;0;|;-108,55;-129,38;7;0;7;0;|;-97,97;-130,2;8;1;6;1;|;-111,63;-130,87;1;0;1;0;|;-99,82;-130,39;6;0;6;0;|;-103,66;-128,35;3;0;3;0;|;-95,47;-127,8;4;0;4;0;|;-104,64;-127,73;5;0;5;0;|;-101,65;-127,34;8;1;7;0;|;-98,97;-127,94;6;0;6;0;|;-94,87;-128,54;9;1;8;0;|;-89,5;-128,5;212;25;186;1;|
lun. sept. 28 2020;-94,05;-127,98;18;3;15;0;|;-88,95;-128,51;9;0;9;0;|;-101,54;-128,44;12;0;12;0;|;-99,73;-127,64;11;1;10;0;|;-97,22;-128,9;11;3;8;0;|;-95,89;-127,25;12;2;10;0;|;-103,19;-128,9;12;3;9;0;|;-100,18;-128,98;14;2;12;0;|;-95,47;-128,9;13;2;11;0;|;-94,16;-127,85;15;3;12;0;|;-100,53;-128,29;8;0;8;0;|;-105,72;-128,12;8;0;8;0;|;-97,02;-128,38;6;1;5;0;|;-104,93;-127,6;8;0;8;0;|;-91,87;-127,72;14;1;13;0;|;-107,15;-129,86;5;2;3;0;|;-108,45;-129,97;5;0;5;0;|;-106,55;-129,45;5;0;5;0;|;-101,19;-128,37;9;1;8;0;|;-100,93;-128,24;7;0;7;0;|;-92,89;-126,89;8;1;7;0;|;-99,44;-127,5;9;0;9;0;|;-96,42;-127,19;13;0;13;0;|;-90,9;-128,2;15;0;14;1;|;-88,95;-128,3;247;25;221;1;|
mar. sept. 29 2020;-102,81;-128,08;11;0;11;0;|;-97,95;-127,86;15;3;12;0;|;-93,05;-128,69;10;1;9;0;|;-106,91;-128,16;12;1;11;0;|;-99,2;-128,07;9;0;9;0;|;-109,67;-128,45;8;0;8;0;|;-103,11;-128,26;8;0;8;0;|;-90,9;-127,95;15;3;12;0;|;-99,53;-127,66;17;1;16;0;|;-102,98;-127,9;10;1;9;0;|;-97,66;-128,14;5;2;3;0;|;-104,75;-128,74;6;0;6;0;|;-98,29;-128,52;14;2;12;0;|;-102,12;-128,21;11;2;9;0;|;-91,3;-129,45;4;0;4;0;|;-102,54;-129,71;8;0;8;0;|;-;-;0;0;0;0;|;-78,96;-107,31;82;9;8;65;|;-108,89;-128,92;3;0;3;0;|;-111,05;-127,87;2;0;2;0;|;-96,29;-127,77;8;0;8;0;|;-98,57;-127,77;7;0;7;0;|;-96,4;-127,66;3;1;2;0;|;-103,35;-127,53;11;0;11;0;|;-78,96;-127,33;279;26;188;65;|
mié. sept. 30 2020;-101;-127,86;13;0;13;0;|;-100,8;-127,52;6;0;6;0;|;-100,71;-127,69;8;2;6;0;|;-92,98;-127,32;9;1;8;0;|;-103,84;-127,77;6;0;6;0;|;-89,69;-127,79;17;1;16;0;|;-96,42;-127,92;17;2;15;0;|;-99,45;-127,47;12;1;11;0;|;-93,02;-127,5;18;2;16;0;|;-100,6;-127,84;19;0;19;0;|;-100,73;-128,4;15;2;13;0;|;-101,59;-128,81;8;0;8;0;|;-97,76;-128,83;14;1;13;0;|;-97,93;-128,56;4;1;3;0;|;-105,85;-128,63;5;1;4;0;|;-103,6;-129,17;9;0;9;0;|;-106,75;-129,37;5;0;5;0;|;-102,12;-129,49;4;0;4;0;|;-103,7;-127,98;11;0;11;0;|;-100,86;-128,95;8;1;7;0;|;-104,01;-127,74;9;0;9;0;|;-99,44;-127,62;9;1;8;0;|;-102,95;-127,67;11;1;10;0;|;-100,7;-126,45;10;1;9;0;|;-89,69;-128,1;247;18;229;0;|
jue. oct. 1 2020;-98,51;-127,01;20;0;20;0;|;-100,31;-126,92;13;1;12;0;|;-83,46;-126,71;8;1;7;0;|;-97,28;-126,83;9;0;9;0;|;-101,11;-127,57;10;1;9;0;|;-93,07;-127,25;16;2;14;0;|;-97,57;-127,33;5;1;4;0;|;-99,62;-127,34;15;2;13;0;|;-103,09;-127,7;13;0;13;0;|;-101,97;-126,74;10;0;10;0;|;-92,93;-127,8;14;3;11;0;|;-99,23;-128,44;14;0;14;0;|;-97,46;-128,81;16;3;12;1;|;-98,59;-128,41;12;1;11;0;|;-96,92;-128,81;10;1;9;0;|;-106,83;-129,51;6;0;6;0;|;-103,57;-129,94;9;1;8;0;|;-94,34;-129,74;3;0;3;0;|;-104,57;-128,35;5;0;5;0;|;-102,47;-127,96;3;0;3;0;|;-102,91;-128,04;5;0;5;0;|;-101,14;-127,79;12;1;11;0;|;-100,51;-127,02;11;0;11;0;|;-100,19;-127,46;22;0;22;0;|;-83,46;-127,89;261;18;242;1;|
vie. oct. 2 2020;-99,92;-127,61;12;0;12;0;|;-103,8;-128,83;9;0;9;0;|;-93,82;-129,11;9;0;9;0;|;-106,76;-127,83;10;0;10;0;|;-105,83;-128,75;6;0;6;0;|;-98,93;-129,05;12;2;10;0;|;-92,87;-128,78;15;2;13;0;|;-90,92;-122,12;10;1;9;0;|;-87,59;-122,11;18;4;14;0;|;-85,45;-123,2;18;4;14;0;|;-94,87;-122,53;14;1;13;0;|;-83,33;-122,81;9;3;6;0;|;-94,72;-124,68;14;2;12;0;|;-101,83;-125,18;11;1;10;0;|;-90,35;-124,45;10;2;8;0;|;-89,67;-126,03;12;3;8;1;|;-104,75;-126,14;4;0;4;0;|;-94,96;-125,95;7;0;7;0;|;-103,26;-124,67;4;0;4;0;|;-99,48;-124,3;8;0;8;0;|;-99,48;-124,06;9;0;9;0;|;-94,74;-123,6;10;1;9;0;|;-92,44;-124,21;19;1;18;0;|;-94,1;-124,2;15;0;15;0;|;-83,33;-125,42;265;27;237;1;|
sáb. oct. 3 2020;-82,66;-125,52;12;1;11;0;|;-88,33;-126,31;7;2;5;0;|;-87,52;-126,36;12;1;11;0;|;-101,47;-126,93;12;3;9;0;|;-87,2;-127,49;7;1;5;1;|;-105,67;-127,74;13;1;12;0;|;-99,84;-127,62;10;0;10;0;|;-95,47;-127,59;19;4;15;0;|;-87,31;-127,68;20;5;15;0;|;-89,52;-127,79;13;1;12;0;|;-70,36;-114,48;27;4;9;14;|;-100,24;-128,22;10;2;8;0;|;-101,31;-127,72;6;2;4;0;|;-101,59;-128,65;13;2;11;0;|;-104,25;-128,89;2;0;2;0;|;-87,31;-106,91;16;2;6;8;|;-75,74;-111,08;41;0;4;37;|;-77,04;-118,17;13;2;3;8;|;-101,34;-126,89;5;0;4;1;|;-100,64;-127,23;2;1;1;0;|;-100,3;-127,38;5;0;5;0;|;-103,9;-127,18;6;0;6;0;|;-93,79;-126,93;9;1;8;0;|;-98,28;-126,81;16;1;15;0;|;-70,36;-124,9;296;36;191;69;|
dom. oct. 4 2020;-104,52;-126,95;10;0;10;0;|;-103,26;-127,41;21;1;20;0;|;-95,4;-128,24;16;2;14;0;|;-97,16;-127,56;7;0;7;0;|;-94,13;-128,28;16;2;14;0;|;-90,41;-127,99;10;2;8;0;|;-100,3;-127,89;20;2;18;0;|;-94,76;-127,84;5;2;3;0;|;-93,41;-127,46;21;3;18;0;|;-97,3;-127,59;17;1;16;0;|;-94,63;-128,11;18;6;12;0;|;-95,81;-128,29;18;4;14;0;|;-100,07;-128,06;13;1;12;0;|;-106,64;-128,7;7;1;6;0;|;-97,97;-128,87;15;0;15;0;|;-94,64;-128,56;9;1;8;0;|;-101,08;-128,5;5;0;5;0;|;-104,98;-128,51;9;0;9;0;|;-105,6;-127,87;3;1;2;0;|;-95,65;-127,02;12;0;11;1;|;-96,17;-126,87;3;2;1;0;|;-103,07;-127,28;7;0;7;0;|;-95,51;-127,06;11;1;10;0;|;-98,59;-127,05;11;0;11;0;|;-90,41;-127,83;284;32;251;1;|
lun. oct. 5 2020;-90,48;-126,43;10;3;7;0;|;-97,62;-126,64;11;1;10;0;|;-100,63;-126,06;5;0;5;0;|;-100,13;-126,92;6;0;6;0;|;-94,8;-128;9;1;8;0;|;-93,62;-128,22;18;2;16;0;|;-98,29;-128,09;14;3;11;0;|;-88,18;-127,98;15;2;13;0;|;-101,36;-128,25;16;0;16;0;|;-93,93;-127,95;20;3;17;0;|;-104,04;-128,42;10;0;10;0;|;-106,79;-128,73;6;2;4;0;|;-96,42;-128,11;12;1;10;1;|;-103,4;-128,49;15;1;14;0;|;-104,58;-128,67;11;2;9;0;|;-107,08;-128,74;3;0;3;0;|;-106,53;-127,62;11;1;10;0;|;-112,42;-128,88;3;0;3;0;|;-95,54;-127,71;6;0;6;0;|;-99,35;-127,13;8;0;8;0;|;-94,89;-126,95;12;0;12;0;|;-104,19;-126,98;6;0;6;0;|;-104,13;-126,58;6;0;6;0;|;-96,35;-127,2;15;2;13;0;|;-88,18;-127,7;248;24;223;1;|
mar. oct. 6 2020;-98,03;-128,47;7;0;7;0;|;-95,22;-128,28;8;0;8;0;|;-99,53;-128,33;11;1;10;0;|;-95,06;-127,12;6;0;6;0;|;-103,4;-128,29;10;0;10;0;|;-102,97;-128,29;13;1;12;0;|;-87,81;-127,96;20;7;13;0;|;-104,84;-128,26;12;1;11;0;|;-91,32;-127,04;16;3;13;0;|;-84,49;-127,96;10;1;8;1;|;-102,22;-128,27;22;3;18;1;|;-104,28;-128,87;5;1;4;0;|;-93,24;-129,22;13;2;11;0;|;-92,58;-128,54;6;1;5;0;|;-99,18;-129,33;9;2;7;0;|;-93,55;-128,69;11;1;10;0;|;-103,21;-129,65;4;0;4;0;|;-95,68;-129,55;5;0;5;0;|;-103,48;-129,43;7;0;7;0;|;-93,59;-128,31;8;0;8;0;|;-104,68;-128,21;11;1;10;0;|;-102,85;-127,94;12;0;12;0;|;-100,43;-127,94;11;1;10;0;|;-95,8;-128,65;10;0;10;0;|;-84,49;-128,44;247;26;219;2;|
mié. oct. 7 2020;-99,76;-128,52;11;1;10;0;|;-103,13;-127,22;14;0;14;0;|;-104,03;-128,11;7;1;6;0;|;-97,61;-127;10;0;10;0;|;-88,79;-128,11;10;2;8;0;|;-106,49;-127,57;6;0;6;0;|;-108,05;-128,33;8;0;8;0;|;-97,48;-127,96;14;2;12;0;|;-104,98;-127,91;8;1;7;0;|;-106,18;-127,28;14;4;10;0;|;-91,35;-127,19;15;1;14;0;|;-96,55;-128,94;14;2;12;0;|;-100,09;-129,18;10;3;7;0;|;-82,96;-128,12;10;2;8;0;|;-106,52;-128,58;7;0;7;0;|;-107,11;-129,97;2;0;2;0;|;-105,77;-129,81;4;1;3;0;|;-99,69;-129,78;6;1;5;0;|;-104,37;-128,93;6;0;6;0;|;-96,97;-128,55;12;0;11;1;|;-100,28;-127,66;9;3;6;0;|;-91,67;-127,81;11;2;9;0;|;-100,78;-127,66;5;1;4;0;|;-98,29;-128,33;17;0;17;0;|;-82,96;-128,27;230;27;202;1;|
jue. oct. 8 2020;-102,75;-127,74;15;1;14;0;|;-97,06;-128,02;10;1;9;0;|;-98,31;-128,39;11;0;11;0;|;-98,96;-127,94;6;1;5;0;|;-100,67;-127,99;8;0;8;0;|;-92,78;-128,05;12;1;11;0;|;-92,75;-127,9;10;1;7;2;|;-93,98;-128,19;13;0;13;0;|;-94,78;-127,88;10;2;8;0;|;-97,3;-128,4;19;1;18;0;|;-86,57;-128,73;10;1;9;0;|;-105,21;-128,53;9;0;9;0;|;-94,09;-129,75;7;1;6;0;|;-110,08;-129,93;8;0;8;0;|;-104,56;-129,56;8;0;8;0;|;-105,86;-130,21;5;1;3;1;|;-109,39;-130,39;3;0;3;0;|;-106,45;-130,04;4;1;3;0;|;-108,43;-130,26;4;0;4;0;|;-110,31;-129,23;5;0;5;0;|;-99,94;-128,71;10;0;10;0;|;-89,38;-127,5;16;4;10;2;|;-92,45;-128,27;18;2;15;1;|;-94,61;-128,25;14;0;14;0;|;-86,57;-128,74;235;18;211;6;|
vie. oct. 9 2020;-98,5;-127,21;17;0;17;0;|;-94,55;-128,21;10;0;10;0;|;-101,65;-128,4;6;0;6;0;|;-96,92;-127,73;13;1;12;0;|;-93,54;-128,3;13;3;10;0;|;-104,44;-129,01;4;0;4;0;|;-96,93;-128,83;11;1;9;1;|;-100,66;-128,57;10;0;10;0;|;-96,78;-128,19;12;2;10;0;|;-100,75;-128,27;13;3;10;0;|;-100,93;-128,76;13;3;10;0;|;-103,46;-129,18;14;2;12;0;|;-92,82;-129,73;9;1;8;0;|;-105,61;-129,78;11;1;10;0;|;-101,46;-130,26;8;1;7;0;|;-100,8;-130,21;11;0;11;0;|;-94,05;-129,67;12;1;11;0;|;-108,45;-129,83;7;0;7;0;|;-;-;0;0;0;0;|;-89,55;-130,33;6;1;5;0;|;-92,88;-128,53;9;2;7;0;|;-98,89;-128,66;11;1;10;0;|;-87,16;-129,35;17;0;17;0;|;-99,36;-128,9;8;0;8;0;|;-87,16;-128,95;245;23;221;1;|
sáb. oct. 10 2020;-97,92;-128,1;18;2;16;0;|;-96,5;-128,34;13;0;13;0;|;-87,98;-128,07;10;1;9;0;|;-104,38;-127,97;4;0;4;0;|;-107,97;-127,24;10;0;10;0;|;-95,27;-127,7;11;2;9;0;|;-99,38;-127,55;10;0;10;0;|;-98,32;-127,84;9;1;8;0;|;-98,83;-128,12;16;0;16;0;|;-102,64;-128;7;0;7;0;|;-88,07;-127,5;7;3;4;0;|;-97,17;-128,4;7;0;7;0;|;-97,45;-129,07;11;3;8;0;|;-97,17;-129,18;5;1;4;0;|;-92,31;-129,56;13;2;11;0;|;-94,71;-128,89;4;0;4;0;|;-105,72;-129,8;10;0;8;2;|;-90,64;-129,92;16;1;15;0;|;-95,68;-129,38;11;1;9;1;|;-90,94;-129,17;3;2;1;0;|;-94,9;-128,84;14;2;12;0;|;-97,37;-128,68;13;1;12;0;|;-90,88;-128,73;13;3;10;0;|;-85,19;-128,87;17;3;14;0;|;-85,19;-128,54;252;28;221;3;|
dom. oct. 11 2020;-93,73;-128,79;17;3;14;0;|;-99,74;-129,1;13;3;10;0;|;-96,19;-128,65;6;1;5;0;|;-95,62;-128,54;19;3;16;0;|;-96,04;-128,33;14;5;9;0;|;-99,47;-128,01;11;3;8;0;|;-95,66;-126,95;11;0;10;1;|;-103;-128,2;10;1;9;0;|;-101,75;-127,23;11;1;10;0;|;-94,74;-127,79;26;10;16;0;|;-101;-127,71;38;23;15;0;|;-99,41;-128,41;8;0;8;0;|;-107,51;-128,19;8;0;8;0;|;-94,47;-128,37;8;1;7;0;|;-102,14;-128,3;5;0;5;0;|;-92,95;-128,33;4;1;3;0;|;-80,65;-116,23;14;1;5;8;|;-76,86;-105,69;60;4;9;47;|;-99,09;-128,08;10;2;8;0;|;-99,7;-126,87;7;0;7;0;|;-101,96;-126,59;6;0;6;0;|;-105,2;-127,18;8;0;8;0;|;-87,91;-126,87;10;2;8;0;|;-92,08;-127,05;17;2;15;0;|;-76,86;-126,48;341;66;219;56;|
lun. oct. 12 2020;-96,04;-127,74;17;1;16;0;|;-98,56;-128,16;14;1;13;0;|;-104,94;-128,22;8;0;8;0;|;-99,28;-128,22;13;3;10;0;|;-103,67;-128,17;16;0;16;0;|;-92,29;-127,26;18;1;17;0;|;-90,18;-127,98;17;3;14;0;|;-81,98;-127,52;16;2;14;0;|;-101,26;-127,68;12;1;11;0;|;-86,32;-126,49;10;3;7;0;|;-78,07;-120,99;9;1;6;2;|;-76,87;-121,52;15;3;10;2;|;-104,17;-127,97;9;2;7;0;|;-89,99;-128,28;11;3;8;0;|;-100,3;-128,06;7;1;6;0;|;-98,58;-127,75;5;0;5;0;|;-106,45;-128,77;6;1;5;0;|;-104,61;-127,54;3;1;2;0;|;-107,32;-127,83;5;1;4;0;|;-101,58;-127,86;7;0;7;0;|;-92,76;-127,04;6;0;6;0;|;-101,24;-127,32;5;2;3;0;|;-99,67;-127,19;13;0;13;0;|;-96,6;-128,79;16;0;16;0;|;-76,87;-127,27;258;30;224;4;|
mar. oct. 13 2020;-97,45;-128,55;13;1;12;0;|;-85,27;-128,26;14;1;13;0;|;-104,71;-128,29;16;0;16;0;|;-99,96;-127,38;13;1;12;0;|;-100,15;-128,44;12;0;12;0;|;-92,32;-128,26;16;0;16;0;|;-98,06;-128,4;9;1;8;0;|;-99,92;-127,49;12;0;12;0;|;-101,11;-128,13;10;1;9;0;|;-102,94;-128,36;14;3;11;0;|;-97,78;-127,99;8;1;7;0;|;-96,56;-128,2;8;4;4;0;|;-98,43;-128,37;8;1;7;0;|;-102,07;-128,76;8;1;7;0;|;-93,45;-129,04;6;0;6;0;|;-106,1;-129,05;10;0;9;1;|;-104,81;-129,33;5;0;5;0;|;-106,32;-128,05;4;1;3;0;|;-104,03;-127,58;4;1;3;0;|;-101,06;-126,57;7;1;6;0;|;-102,7;-127,09;7;0;7;0;|;-95,16;-127,03;11;1;10;0;|;-97,58;-127,19;15;3;11;1;|;-104,22;-128,05;11;0;11;0;|;-85,27;-128,08;241;22;217;2;|
mié. oct. 14 2020;-86,61;-127,85;16;3;13;0;|;-106,4;-127,92;6;1;5;0;|;-104,47;-128,67;5;0;5;0;|;-99,98;-127,84;5;0;5;0;|;-93,37;-127,2;15;5;10;0;|;-90,55;-128,31;13;1;12;0;|;-98,88;-127,81;7;1;6;0;|;-99,6;-128,43;9;0;9;0;|;-98,69;-128,22;5;2;2;1;|;-98,62;-127,77;17;4;13;0;|;-95,99;-128,44;16;1;15;0;|;-90,96;-128,12;9;3;6;0;|;-93,55;-128,37;11;1;8;2;|;-89,53;-127,76;7;3;4;0;|;-92,01;-128,12;5;2;3;0;|;-106,27;-128,61;3;1;2;0;|;-105;-128,42;4;0;4;0;|;-98,87;-128,11;8;0;8;0;|;-95,97;-128,27;11;2;9;0;|;-90,8;-128,22;9;0;9;0;|;-103,7;-127,9;7;0;7;0;|;-87,9;-127,38;4;1;3;0;|;-93,32;-127,19;12;2;10;0;|;-93,73;-127,19;17;1;16;0;|;-86,61;-128,01;221;34;184;3;|
jue. oct. 15 2020;-102,17;-127,41;11;1;10;0;|;-92,93;-128,35;15;2;13;0;|;-85,32;-126,77;14;4;10;0;|;-93,81;-127,15;20;4;16;0;|;-93,49;-127,49;11;1;10;0;|;-86,62;-127,57;17;3;14;0;|;-91,79;-127,38;11;2;9;0;|;-103,4;-127,34;10;2;8;0;|;-94,56;-127,39;7;1;6;0;|;-96,19;-127,71;8;1;7;0;|;-102,9;-128,1;14;2;12;0;|;-102,78;-127,72;11;1;10;0;|;-99,51;-127,98;11;0;11;0;|;-109,96;-127,33;4;0;4;0;|;-99,19;-128,68;5;1;4;0;|;-103,84;-128,48;3;1;2;0;|;-104,24;-127,98;5;0;5;0;|;-101,84;-127,72;5;0;5;0;|;-104,25;-127,56;8;0;8;0;|;-103,13;-127,01;7;0;7;0;|;-89,86;-126,77;14;7;7;0;|;-99,91;-126,63;8;0;8;0;|;-85,57;-126,68;11;1;10;0;|;-98,98;-126,84;12;3;9;0;|;-85,32;-127,5;242;37;205;0;|
vie. oct. 16 2020;-99,73;-128,02;10;1;9;0;|;-98,22;-127,88;12;1;11;0;|;-91,57;-127,7;12;1;11;0;|;-98,61;-126,98;16;1;15;0;|;-95,38;-127,69;13;3;9;1;|;-98,85;-127,36;19;2;15;2;|;-94,93;-127,23;13;1;12;0;|;-94,65;-127,17;13;0;13;0;|;-98,51;-127,33;13;1;12;0;|;-95,78;-126,93;8;2;6;0;|;-99,59;-127,85;12;3;9;0;|;-96,32;-128,08;5;2;3;0;|;-103,76;-128,58;9;0;9;0;|;-100,96;-128,02;11;1;10;0;|;-106,32;-128,26;8;0;8;0;|;-101,04;-128,69;6;1;5;0;|;-109,71;-128,21;2;0;2;0;|;-90,77;-127,88;7;0;2;5;|;-101,89;-127,93;9;0;5;4;|;-105,65;-126,79;4;0;4;0;|;-89,39;-127,04;9;0;9;0;|;-93,25;-126,94;10;0;10;0;|;-100,66;-126,99;9;0;9;0;|;-99,7;-126,94;12;1;11;0;|;-89,39;-127,6;242;21;209;12;|
sáb. oct. 17 2020;-86,56;-127,25;30;2;28;0;|;-98,28;-127,89;12;0;12;0;|;-95,94;-127,57;16;3;11;2;|;-100,12;-126,42;6;1;5;0;|;-98,14;-127,12;12;0;12;0;|;-88,28;-127,1;16;1;15;0;|;-94,78;-127,08;13;4;9;0;|;-95,04;-127,13;11;1;10;0;|;-101,97;-127,28;7;1;6;0;|;-100,24;-127,33;14;2;12;0;|;-93,5;-127,68;10;0;9;1;|;-108,62;-128,15;9;0;9;0;|;-98,18;-128,75;10;3;7;0;|;-106,79;-128,07;7;1;6;0;|;-100;-128,32;6;2;4;0;|;-111,79;-127,95;3;1;2;0;|;-95,84;-128,67;7;1;6;0;|;-104,36;-128,61;5;1;4;0;|;-100;-128,2;5;2;3;0;|;-99,22;-128,21;10;0;10;0;|;-100,18;-128,92;8;1;7;0;|;-97,56;-127,9;12;2;10;0;|;-93,26;-128,2;23;1;22;0;|;-98,61;-128,39;7;0;7;0;|;-86,56;-127,84;259;30;226;3;|
dom. oct. 18 2020;-103,42;-128,44;10;0;10;0;|;-105,82;-128,46;9;0;9;0;|;-100,47;-128,13;10;0;10;0;|;-96,55;-127,09;12;1;11;0;|;-91,17;-127,85;13;1;12;0;|;-88,27;-127,84;11;2;9;0;|;-92,5;-127,81;16;1;15;0;|;-103,83;-127,81;10;1;9;0;|;-97,39;-127,53;13;2;11;0;|;-96,42;-127,83;12;3;9;0;|;-104,13;-128,38;9;0;9;0;|;-100,52;-128,77;10;1;9;0;|;-101,18;-129,11;8;3;5;0;|;-93,38;-128,61;6;1;5;0;|;-95,96;-128,37;9;1;8;0;|;-103,5;-129,31;6;0;6;0;|;-109,49;-129,24;5;0;5;0;|;-106,93;-128,92;5;0;5;0;|;-98,09;-126,71;6;0;6;0;|;-100,06;-127,02;6;1;5;0;|;-102,98;-127,28;7;1;6;0;|;-96,53;-127,36;15;1;14;0;|;-94,33;-127,21;11;2;9;0;|;-99,43;-127,33;20;0;20;0;|;-88,27;-128,02;239;22;217;0;|
lun. oct. 19 2020;-95,96;-128,88;15;1;14;0;|;-94,8;-127,8;11;0;11;0;|;-94,8;-128,06;19;3;16;0;|;-97,22;-128,63;14;1;12;1;|;-97,45;-128,44;14;3;10;1;|;-96,97;-127,98;17;4;12;1;|;-98,19;-127,32;16;1;13;2;|;-95,32;-127,51;7;0;7;0;|;-98,57;-127,95;17;1;16;0;|;-102,07;-128,19;9;4;5;0;|;-103,83;-128,7;7;0;7;0;|;-105;-128,21;6;0;6;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-;-;0;0;0;0;|;-94,8;-128,14;152;18;129;5;|
