Date;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|;Max S [dBm];Avg N [dBm];Total;overdenses;underdenses;fakes;|
lun. abr. 1 2019;-102,77;-129,97;2;0;2;0;|;-102,77;-129,32;3;0;3;0;|;-97,16;-128,56;8;1;7;0;|;-103,43;-128,65;9;0;9;0;|;-102,4;-128,65;5;0;5;0;|;-104,25;-128,78;2;0;2;0;|;-103,88;-128,35;7;2;5;0;|;-102,39;-128,21;10;3;7;0;|;-102,39;-128,56;5;0;5;0;|;-98,58;-129,08;15;1;13;1;|;-93,59;-128,49;9;3;6;0;|;-95,74;-129,99;13;2;11;0;|;-106,1;-130,88;5;1;4;0;|;-100,42;-130,83;6;0;6;0;|;-109,17;-131,08;4;0;4;0;|;-106,86;-127,16;3;0;3;0;|;-105,39;-126,96;4;0;4;0;|;-98,02;-131,52;2;1;1;0;|;-104,47;-131,33;4;0;4;0;|;-102,42;-128,03;5;0;5;0;|;-99,56;-126,19;5;0;5;0;|;-92,86;-123,71;6;1;5;0;|;-108,29;-126,29;6;0;6;0;|;-95,75;-126,78;10;0;10;0;|;-92,86;-128,64;148;15;132;1;|
mar. abr. 2 2019;-107,77;-129,45;7;1;6;0;|;-108,38;-129,32;10;0;10;0;|;-87,95;-127,99;13;2;11;0;|;-100,45;-129,21;6;1;5;0;|;-102,66;-129,26;12;2;10;0;|;-97,12;-129,46;14;2;12;0;|;-99,65;-129,47;10;0;10;0;|;-103,65;-129,63;14;1;13;0;|;-100,79;-129,48;21;2;19;0;|;-101,58;-130,44;14;1;12;1;|;-95,27;-130,11;22;2;20;0;|;-106,58;-131,33;18;1;17;0;|;-96,84;-130,31;9;0;9;0;|;-101,87;-129,99;23;1;22;0;|;-107,25;-125,56;5;0;5;0;|;-100,01;-126,52;5;3;2;0;|;-99,96;-130,28;24;7;7;10;|;-106,14;-130,24;60;17;19;24;|;-103,04;-131,36;5;0;5;0;|;-99,09;-126,09;4;0;4;0;|;-107,84;-127,33;4;0;4;0;|;-110,35;-131,33;9;0;9;0;|;-98,04;-130,86;20;0;20;0;|;-93,12;-131,11;10;1;9;0;|;-87,95;-129,42;339;44;260;35;|
mié. abr. 3 2019;-103,37;-130,69;13;0;13;0;|;-97,04;-130,53;9;2;7;0;|;-103,34;-130,87;17;2;15;0;|;-102,34;-130,58;18;3;15;0;|;-100,95;-130,24;19;2;17;0;|;-100,95;-130,05;9;1;8;0;|;-103,61;-130,55;9;1;8;0;|;-101,32;-130,85;18;1;17;0;|;-96,98;-130,95;23;1;22;0;|;-101,71;-130,67;20;2;18;0;|;-93,42;-130,67;22;1;21;0;|;-100,45;-131,31;16;4;12;0;|;-96,12;-130,71;20;0;20;0;|;-103,29;-130,68;11;2;9;0;|;-108,72;-130,72;9;3;6;0;|;-110,11;-130,91;5;0;5;0;|;-103,83;-130,87;4;0;4;0;|;-112,67;-131,26;3;0;3;0;|;-115,56;-131,23;1;0;1;0;|;-99,71;-128,15;2;1;1;0;|;-;-;0;0;0;0;|;-109,9;-127,74;6;0;6;0;|;-106,26;-128,3;3;0;3;0;|;-102,4;-129,23;1;0;1;0;|;-93,42;-130,34;258;26;232;0;|
jue. abr. 4 2019;-101,55;-130,11;8;1;6;1;|;-106,95;-129,64;8;0;8;0;|;-110,98;-129,29;4;0;4;0;|;-92,5;-128,29;10;3;7;0;|;-98,91;-129,11;9;1;8;0;|;-105,67;-128,91;7;0;7;0;|;-104,85;-128;13;0;13;0;|;-108,45;-129,22;9;0;9;0;|;-96,93;-128,9;9;1;8;0;|;-92,01;-128,56;15;2;13;0;|;-104,57;-129,9;13;2;11;0;|;-89,46;-129,64;12;2;9;1;|;-102,2;-130,84;12;2;10;0;|;-108,56;-130,18;7;0;7;0;|;-106,72;-130,84;4;0;4;0;|;-92,11;-128,34;14;3;10;1;|;-91,46;-128,99;3;2;1;0;|;-104,78;-129,8;5;0;5;0;|;-96,46;-129,32;1;0;1;0;|;-92,96;-128,61;2;1;1;0;|;-109,76;-129;1;0;1;0;|;-98,13;-128,77;5;0;5;0;|;-106,67;-129,26;5;0;5;0;|;-98,36;-128,98;11;0;11;0;|;-89,46;-129,27;187;20;164;3;|
vie. abr. 5 2019;-105,44;-129,41;6;0;6;0;|;-110,62;-129,24;6;0;6;0;|;-99,42;-129,02;9;1;7;1;|;-97,94;-128,36;7;0;7;0;|;-108,78;-128,32;2;0;2;0;|;-84,19;-126,59;5;1;4;0;|;-84,19;-126,59;13;4;9;0;|;-100,58;-128,79;8;0;8;0;|;-103,78;-128,23;13;2;10;1;|;-98,08;-128,36;17;1;16;0;|;-94,41;-127,57;15;2;13;0;|;-101,1;-127,72;11;0;11;0;|;-101,64;-125,41;10;1;9;0;|;-104,8;-129;13;2;11;0;|;-99,74;-128,88;7;1;6;0;|;-96,47;-128,96;7;1;6;0;|;-109,72;-129,11;7;0;7;0;|;-101,53;-126,57;4;0;4;0;|;-107,8;-129,73;1;0;1;0;|;-107,8;-129,73;1;0;1;0;|;-;-;0;0;0;0;|;-91,27;-127,07;5;1;4;0;|;-91,27;-126,88;4;0;4;0;|;-96,57;-127,02;9;1;8;0;|;-84,19;-128,11;180;18;160;2;|
sáb. abr. 6 2019;-95,13;-127,03;10;0;10;0;|;-101,19;-129,51;8;2;6;0;|;-100,02;-129,27;7;1;6;0;|;-96,88;-129,22;14;2;12;0;|;-105,94;-129,73;11;1;10;0;|;-95,43;-129,21;18;2;16;0;|;-98,98;-129,66;9;1;8;0;|;-105,35;-129,19;18;0;18;0;|;-91,32;-128,67;17;3;14;0;|;-102,73;-128,91;19;2;17;0;|;-98,55;-128,95;16;1;15;0;|;-82,69;-128,98;15;2;13;0;|;-96,55;-129,17;16;1;15;0;|;-102,77;-128,56;19;2;17;0;|;-96,66;-130,1;13;1;12;0;|;-91,57;-130,24;7;0;7;0;|;-99,96;-129,71;10;1;9;0;|;-87,85;-119,24;47;4;43;0;|;-110,26;-128,34;5;1;4;0;|;-92,17;-129,34;5;1;4;0;|;-94,31;-129,75;13;2;11;0;|;-108,9;-129,76;5;0;5;0;|;-100,64;-125,76;9;0;9;0;|;-102,74;-126,16;3;0;3;0;|;-82,69;-128,52;314;30;284;0;|
dom. abr. 7 2019;-84,6;-126,04;5;1;4;0;|;-97,02;-125,94;12;0;12;0;|;-104,02;-130,19;17;2;15;0;|;-101,47;-130,33;17;2;15;0;|;-106,39;-129,76;11;2;9;0;|;-91,99;-130,07;14;1;13;0;|;-103,79;-129,59;13;1;12;0;|;-107,09;-130,13;16;0;16;0;|;-100,49;-129,38;21;0;20;1;|;-92,39;-129,26;72;16;36;20;|;-95,78;-128,15;21;3;17;1;|;-93,58;-129,92;14;1;13;0;|;-83,43;-129,76;12;0;12;0;|;-101,6;-128,98;12;0;12;0;|;-92,33;-130,59;12;0;12;0;|;-99,81;-130,15;8;1;7;0;|;-98,41;-127,55;82;3;79;0;|;-107,39;-130,09;8;0;8;0;|;-97,11;-129,66;6;1;5;0;|;-109,95;-125,26;2;0;2;0;|;-98,82;-125,81;2;0;2;0;|;-95,1;-125,7;4;0;4;0;|;-109,57;-127,39;1;0;1;0;|;-90,22;-126,21;4;0;4;0;|;-83,43;-128,58;386;34;330;22;|
lun. abr. 8 2019;-97,37;-129,51;10;1;9;0;|;-102,98;-129,89;17;1;16;0;|;-104,51;-129,83;3;0;3;0;|;-97,82;-129,37;8;1;7;0;|;-94,2;-129,44;14;2;12;0;|;-83,15;-128,57;8;1;7;0;|;-83,15;-128,57;8;0;8;0;|;-102,55;-129,37;12;1;11;0;|;-100,04;-129,59;14;1;13;0;|;-103,22;-129,63;20;5;15;0;|;-95,38;-130,18;17;1;16;0;|;-93,97;-130,9;18;1;17;0;|;-99,2;-131,11;9;1;8;0;|;-100,64;-126,36;7;0;7;0;|;-103,12;-131,21;15;2;13;0;|;-107,88;-130,13;16;2;13;1;|;-110,39;-131,78;8;0;8;0;|;-94,36;-131,33;6;0;6;0;|;-110,06;-131,62;5;0;5;0;|;-99,57;-126,48;5;1;4;0;|;-111,8;-127,58;1;0;1;0;|;-107,83;-127,15;5;0;5;0;|;-95,18;-127,14;4;1;3;0;|;-103,16;-126,28;4;1;3;0;|;-83,15;-129,29;234;23;210;1;|
mar. abr. 9 2019;-105,02;-130,95;11;1;10;0;|;-99,7;-130,84;14;1;12;1;|;-95,2;-130,19;11;0;11;0;|;-107,67;-131,2;7;0;7;0;|;-85,5;-128,93;11;4;7;0;|;-104,97;-130,37;10;0;10;0;|;-102,54;-130,58;21;1;20;0;|;-107,66;-130,33;17;0;16;1;|;-95,46;-129,45;15;2;13;0;|;-101,02;-130,16;13;2;11;0;|;-96,09;-130,07;23;3;20;0;|;-107,64;-129,87;11;1;10;0;|;-107,1;-127,32;7;0;7;0;|;-103,98;-126,42;4;0;4;0;|;-103,61;-126,51;15;1;14;0;|;-101,86;-127,9;14;4;9;1;|;-108,38;-131,57;4;0;4;0;|;-104,86;-131,27;2;0;2;0;|;-95,28;-126,03;2;0;2;0;|;-104;-125,51;3;0;3;0;|;-101,87;-126,51;4;0;4;0;|;-105,14;-126,1;5;0;5;0;|;-99,5;-125,88;5;0;5;0;|;-106,21;-126,36;7;0;7;0;|;-85,5;-128,76;236;20;213;3;|
mié. abr. 10 2019;-107,75;-130,15;15;1;14;0;|;-96,79;-130,81;16;2;14;0;|;-102,8;-131,07;15;1;14;0;|;-102,16;-130,57;19;3;16;0;|;-106,78;-130,59;12;1;11;0;|;-93,19;-130,54;14;1;13;0;|;-101,16;-129,65;19;1;18;0;|;-101,63;-130,78;18;1;17;0;|;-99,83;-130,89;22;2;20;0;|;-99,78;-130,76;26;2;24;0;|;-106,2;-131,29;22;0;22;0;|;-100,68;-131,52;18;1;17;0;|;-105,2;-131,26;19;3;16;0;|;-101,71;-131,12;13;1;11;1;|;-101,31;-126,07;6;0;6;0;|;-102,25;-126,98;6;0;6;0;|;-110,89;-126,72;4;0;4;0;|;-109,83;-126,84;3;0;3;0;|;-110,66;-126,89;1;0;1;0;|;-107,69;-126,69;5;0;5;0;|;-100,32;-126,36;10;1;9;0;|;-110,11;-127,44;3;0;3;0;|;-94,79;-127,23;8;0;8;0;|;-99,6;-130,81;13;0;13;0;|;-93,19;-129,29;307;21;285;1;|
jue. abr. 11 2019;-102,11;-130,85;12;0;12;0;|;-92,23;-129,84;13;2;11;0;|;-81,72;-129,86;10;1;9;0;|;-100,87;-130,38;11;0;10;1;|;-105,81;-130,72;8;1;7;0;|;-96,45;-130,53;10;1;9;0;|;-94,09;-130,35;16;2;13;1;|;-92,78;-130,47;24;2;22;0;|;-99,22;-131,03;25;1;24;0;|;-93,97;-131,43;22;1;21;0;|;-92,99;-130,99;23;2;21;0;|;-93,97;-130,41;21;2;18;1;|;-101,01;-131,62;12;0;12;0;|;-102,84;-131,86;22;4;18;0;|;-107,06;-132,22;10;1;9;0;|;-89,26;-131,27;20;7;10;3;|;-96,67;-132,15;10;0;10;0;|;-94,74;-132,13;5;0;5;0;|;-;-;0;0;0;0;|;-98,09;-127,28;3;1;2;0;|;-95,28;-127,29;3;1;2;0;|;-95,28;-127,52;7;1;6;0;|;-100,08;-132,16;13;1;12;0;|;-105,99;-132,21;22;2;20;0;|;-81,72;-130,63;322;33;283;6;|
vie. abr. 12 2019;-106,49;-132,34;18;0;18;0;|;-104,16;-132,59;15;0;15;0;|;-104,11;-132,45;18;1;17;0;|;-106,6;-131,97;15;0;15;0;|;-99,77;-131,94;14;1;13;0;|;-101,8;-131,03;15;3;12;0;|;-99,15;-131,75;14;0;14;0;|;-102,32;-130,38;23;2;21;0;|;-98,86;-132,09;28;3;25;0;|;-99,48;-132,29;32;4;28;0;|;-105,43;-132,31;23;0;23;0;|;-92,47;-131,79;23;1;20;2;|;-97,52;-132,7;14;2;12;0;|;-97,94;-127,67;12;0;12;0;|;-97,82;-131,47;15;2;13;0;|;-97,44;-132,76;4;1;3;0;|;-109,59;-132,68;9;0;9;0;|;-105,1;-132,75;7;1;6;0;|;-99,53;-132,79;3;0;3;0;|;-105,27;-127,5;3;1;2;0;|;-107,23;-125,38;8;0;8;0;|;-105,46;-127,5;6;0;6;0;|;-107,62;-132,5;12;0;12;0;|;-98,8;-132,17;14;0;14;0;|;-92,47;-131,28;345;22;321;2;|
sáb. abr. 13 2019;-92,2;-132,46;16;1;15;0;|;-106,31;-132,28;22;0;22;0;|;-104,9;-132,32;10;0;10;0;|;-111,6;-132,37;14;0;14;0;|;-108,58;-131,95;11;0;11;0;|;-101,56;-132,16;21;3;18;0;|;-106,07;-131,52;22;3;19;0;|;-100,35;-131,65;27;1;26;0;|;-96,72;-131,91;23;4;19;0;|;-94,77;-131,95;21;3;18;0;|;-94,12;-132,01;22;3;19;0;|;-93,73;-129,17;38;5;33;0;|;-95,78;-127,59;18;1;17;0;|;-109,78;-127,9;6;0;6;0;|;-92,41;-128,76;10;0;10;0;|;-110,46;-129,13;4;0;4;0;|;-104,03;-129,28;2;0;2;0;|;-91,68;-127,73;7;1;6;0;|;-106,67;-128,59;4;0;4;0;|;-102,34;-128,14;5;0;5;0;|;-103,73;-128,28;7;0;7;0;|;-100,47;-129,08;2;0;2;0;|;-107,97;-128,91;9;0;9;0;|;-108,32;-133,05;11;0;11;0;|;-91,68;-130,34;332;25;307;0;|
dom. abr. 14 2019;-105,52;-132,8;16;0;16;0;|;-93,13;-130,48;18;2;16;0;|;-104,86;-132,94;16;1;14;1;|;-89,19;-132,36;16;0;16;0;|;-102,49;-132,9;25;5;19;1;|;-103,26;-130,67;23;3;19;1;|;-92,41;-132,73;20;5;15;0;|;-99,9;-132,85;20;1;19;0;|;-98,93;-132,65;39;2;37;0;|;-100,43;-132,44;15;1;14;0;|;-88,09;-131,13;29;6;23;0;|;-108,09;-132,56;28;3;25;0;|;-107,02;-132,31;27;3;24;0;|;-100,2;-133,43;13;1;12;0;|;-95,4;-128,98;3;0;3;0;|;-98,27;-128,78;5;0;5;0;|;-98,27;-128,81;4;0;4;0;|;-109,43;-133,84;3;1;2;0;|;-97,76;-133,82;7;1;6;0;|;-111,71;-128,95;9;0;9;0;|;-104,56;-128,64;4;0;4;0;|;-112,28;-128,87;3;0;3;0;|;-99,35;-128,84;19;0;19;0;|;-99,92;-133,11;12;2;10;0;|;-88,09;-131,45;374;37;334;3;|
lun. abr. 15 2019;-104,4;-131,85;18;2;16;0;|;-96,17;-133,68;14;1;13;0;|;-95,36;-133,77;23;1;22;0;|;-101,31;-133,73;14;1;13;0;|;-109,65;-132,97;21;0;21;0;|;-92,33;-132,98;28;2;25;1;|;-98,36;-131,01;23;3;20;0;|;-101,83;-132,97;28;2;26;0;|;-98,49;-132,93;33;4;29;0;|;-92,46;-132,36;28;3;25;0;|;-92,46;-132,36;31;2;29;0;|;-101,32;-133,31;23;1;22;0;|;-101,12;-132,92;27;1;26;0;|;-101,92;-133,25;15;0;15;0;|;-98,47;-133,21;12;0;12;0;|;-98,33;-117,37;38;4;34;0;|;-100,68;-133,12;14;0;14;0;|;-107,47;-132,93;5;0;5;0;|;-105,76;-132,17;6;0;6;0;|;-107,42;-128,29;5;0;5;0;|;-110,76;-128,33;3;0;3;0;|;-102,41;-127,37;7;1;6;0;|;-94,9;-127,74;20;1;19;0;|;-108,13;-131,98;12;0;12;0;|;-92,33;-131,36;448;29;418;1;|
mar. abr. 16 2019;-93,34;-131,57;13;2;11;0;|;-106,45;-131,89;9;0;9;0;|;-95,71;-131,84;14;3;11;0;|;-111,97;-131,51;8;0;8;0;|;-93,67;-131,69;16;2;13;1;|;-103,25;-131,7;18;0;18;0;|;-96,3;-131,22;17;1;16;0;|;-98,54;-131,68;23;4;19;0;|;-97;-131,73;18;1;17;0;|;-102,75;-131,77;13;2;10;1;|;-92,63;-131,5;16;2;14;0;|;-99,09;-131,78;18;2;15;1;|;-93,08;-131,46;18;2;16;0;|;-87,41;-131,63;11;3;8;0;|;-104,37;-132,52;12;1;11;0;|;-108,7;-132,8;3;0;3;0;|;-104,67;-132,6;9;0;9;0;|;-110,97;-129,81;2;0;2;0;|;-105,38;-129,64;2;0;2;0;|;-108,06;-129,64;2;0;2;0;|;-102,02;-130,16;2;0;2;0;|;-106,36;-129,94;1;0;1;0;|;-99,14;-129,31;1;0;1;0;|;-107,75;-129,49;5;1;4;0;|;-87,41;-131,2;251;26;222;3;|
mié. abr. 17 2019;-100,33;-129,66;7;0;7;0;|;-98,81;-131,7;16;4;11;1;|;-102,58;-131,72;4;1;3;0;|;-102,58;-131,58;13;1;12;0;|;-98,71;-131,07;12;1;11;0;|;-90,31;-129,3;13;3;9;1;|;-90,31;-129,3;13;2;10;1;|;-103,23;-131,27;18;1;17;0;|;-100,75;-131,21;33;1;32;0;|;-102,23;-131,33;29;1;27;1;|;-105,84;-129,09;24;1;23;0;|;-94,89;-131,75;38;1;37;0;|;-93,87;-128,59;23;2;21;0;|;-106,68;-128,31;14;1;13;0;|;-95,86;-128,37;8;1;7;0;|;-96,05;-128,5;11;2;9;0;|;-104,86;-131,97;5;1;4;0;|;-107,26;-132,02;7;0;7;0;|;-97,83;-125,62;6;2;4;0;|;-99,05;-131,95;1;0;1;0;|;-104,3;-128,47;10;0;10;0;|;-96,28;-129,28;8;2;6;0;|;-105,7;-129,79;14;0;14;0;|;-101,77;-131,49;28;2;26;0;|;-90,31;-130,14;355;30;321;4;|
jue. abr. 18 2019;-102,29;-131,33;29;0;29;0;|;-94,08;-131,3;28;1;27;0;|;-106,31;-131,24;31;0;31;0;|;-95,18;-131,06;30;1;29;0;|;-98,81;-131,12;26;0;26;0;|;-82,47;-129,5;38;3;35;0;|;-93,85;-130,59;38;1;37;0;|;-91,25;-130,3;34;1;33;0;|;-98,16;-129,07;39;3;36;0;|;-93,48;-128,43;38;1;37;0;|;-85,35;-128,68;43;4;38;1;|;-88,27;-128,59;34;3;30;1;|;-92,03;-128,33;26;2;23;1;|;-83,49;-126,43;15;2;13;0;|;-93,61;-129,21;21;1;20;0;|;-101,4;-129,31;11;0;11;0;|;-95,54;-129,07;8;0;8;0;|;-89,99;-129,07;4;1;3;0;|;-105,87;-129,7;4;0;4;0;|;-101,12;-125,01;9;0;9;0;|;-103,75;-123,07;19;0;19;0;|;-82,17;-117,33;61;2;59;0;|;-92,09;-118,37;18;1;17;0;|;-92,09;-126,02;22;0;21;1;|;-82,17;-128;626;27;595;4;|
vie. abr. 19 2019;-97,91;-130,17;28;3;25;0;|;-91,51;-129,99;40;2;38;0;|;-88,55;-127,77;31;4;27;0;|;-81,05;-129,95;19;0;19;0;|;-97,5;-130,02;29;4;25;0;|;-95,82;-130,15;37;1;36;0;|;-89,33;-130,07;33;3;30;0;|;-93,75;-130,45;27;1;26;0;|;-93,93;-129,68;36;4;32;0;|;-85,07;-127,04;36;5;30;1;|;-97,59;-126,8;24;2;22;0;|;-90,75;-127,25;17;2;15;0;|;-100,26;-127,28;13;0;13;0;|;-98,55;-130,99;22;0;22;0;|;-85,58;-126,3;23;3;20;0;|;-85,58;-126,3;8;1;7;0;|;-84,12;-127,24;8;0;8;0;|;-109,82;-127,78;2;0;2;0;|;-98,43;-126,97;7;0;7;0;|;-105,65;-126,63;3;0;3;0;|;-101,18;-126,49;10;0;10;0;|;-102,11;-126,5;7;0;7;0;|;-107,19;-130,56;17;3;14;0;|;-95,16;-130,68;19;3;16;0;|;-81,05;-128,46;496;41;454;1;|
sáb. abr. 20 2019;-83,75;-128,68;31;4;27;0;|;-92,21;-131,08;32;1;31;0;|;-88,86;-129,85;38;3;35;0;|;-90,61;-130,54;30;3;27;0;|;-99,6;-130,49;32;0;32;0;|;-88,42;-130,03;48;8;38;2;|;-96,22;-130,62;40;3;37;0;|;-91,92;-130,2;55;8;45;2;|;-90,52;-129,91;59;6;52;1;|;-93,25;-131,19;59;2;57;0;|;-92,53;-129,57;56;5;51;0;|;-95,61;-130,79;40;1;39;0;|;-102,92;-131,77;25;2;23;0;|;-93,45;-127,45;29;3;26;0;|;-100,53;-131,74;21;1;20;0;|;-105,89;-132,39;13;1;12;0;|;-83,27;-131,28;13;3;10;0;|;-98,51;-127,21;7;1;6;0;|;-106,98;-128,42;6;1;5;0;|;-94,82;-127,94;8;0;8;0;|;-105,72;-128,02;6;0;6;0;|;-84,78;-128,2;8;1;7;0;|;-88,3;-127,27;13;3;10;0;|;-89,81;-128,18;25;1;24;0;|;-83,27;-129,7;694;61;628;5;|
dom. abr. 21 2019;-83,06;-129,61;46;1;45;0;|;-81,4;-131,17;40;3;36;1;|;-97,36;-132,01;54;4;50;0;|;-96,98;-132,17;41;5;36;0;|;-89,43;-132,07;51;7;44;0;|;-103,83;-131,67;45;0;45;0;|;-94,65;-131,47;54;1;53;0;|;-91,59;-131,41;62;3;57;2;|;-95,02;-131,01;78;9;69;0;|;-87,71;-127,75;50;4;45;1;|;-80,61;-127,05;32;1;31;0;|;-104,01;-127,2;25;1;23;1;|;-94,95;-127,46;22;1;21;0;|;-98,39;-127,92;8;1;7;0;|;-93,62;-128,5;17;1;16;0;|;-94,47;-128,12;13;2;11;0;|;-97,9;-130,43;6;0;6;0;|;-103,3;-126,99;10;1;9;0;|;-95,82;-127,97;8;1;7;0;|;-101,14;-128,61;6;0;6;0;|;-101,65;-127,71;6;0;6;0;|;-100,31;-127,74;7;1;6;0;|;-85,73;-126,35;18;0;17;1;|;-84,37;-129,11;30;3;25;2;|;-80,61;-129,23;729;50;671;8;|
lun. abr. 22 2019;-89,87;-130;26;4;21;1;|;-95,15;-129,15;28;4;24;0;|;-96,47;-129,78;27;2;25;0;|;-103,61;-129,62;16;3;13;0;|;-103,28;-129,52;12;1;11;0;|;-101,95;-130,05;11;1;10;0;|;-98,73;-130,3;20;2;18;0;|;-97,77;-128,76;24;2;22;0;|;-94,85;-130,44;43;6;37;0;|;-100,4;-130,48;45;4;41;0;|;-92,75;-129,72;33;3;30;0;|;-91,09;-128,3;36;2;34;0;|;-105,97;-130,87;27;2;25;0;|;-108,08;-131,45;13;4;9;0;|;-101,51;-129,46;8;0;8;0;|;-90,86;-129,15;5;1;4;0;|;-101,21;-129,66;4;0;4;0;|;-103,22;-128,88;4;1;3;0;|;-112,53;-129,67;1;0;1;0;|;-111,12;-128,92;4;0;4;0;|;-90,68;-128,93;8;1;7;0;|;-92,55;-128,36;16;3;13;0;|;-97,42;-130,3;19;5;13;1;|;-82,64;-130,26;33;4;28;1;|;-82,64;-129,67;463;55;405;3;|
mar. abr. 23 2019;-98,75;-131,22;39;2;37;0;|;-86,58;-130,1;29;6;23;0;|;-91,73;-129,87;41;7;34;0;|;-92,06;-129,64;30;6;24;0;|;-83,21;-129,64;23;1;21;1;|;-83,21;-129,64;38;6;32;0;|;-95,01;-130,1;43;5;38;0;|;-88,25;-129,31;53;4;49;0;|;-81,92;-129,48;60;9;49;2;|;-93,2;-129,18;57;5;52;0;|;-97,1;-128,31;50;2;48;0;|;-90,43;-129,66;31;1;27;3;|;-90,43;-129,91;30;1;28;1;|;-105,71;-130,66;20;0;20;0;|;-78,51;-125,55;17;4;13;0;|;-103,47;-126,66;11;0;11;0;|;-103,47;-128,03;7;1;6;0;|;-100,4;-127,22;8;0;8;0;|;-108,02;-127,62;5;0;5;0;|;-105,46;-127,28;6;0;6;0;|;-96,47;-126,88;4;0;4;0;|;-99,98;-126,39;5;0;5;0;|;-74,26;-122,48;16;2;14;0;|;-89,82;-129,5;29;3;26;0;|;-74,26;-128,51;652;65;580;7;|
mié. abr. 24 2019;-88,75;-128,84;39;3;35;1;|;-88,93;-129,19;46;5;40;1;|;-95,32;-129,52;47;5;42;0;|;-96,32;-130,41;39;1;38;0;|;-92,3;-127,23;42;3;39;0;|;-83,26;-128,26;46;2;44;0;|;-78,14;-124,12;59;7;52;0;|;-92,87;-128,59;58;2;56;0;|;-89,35;-127,59;56;5;51;0;|;-91,61;-129,89;64;6;58;0;|;-99,75;-130,08;62;6;56;0;|;-94,15;-129,63;41;6;35;0;|;-91,56;-129,75;34;0;34;0;|;-78,31;-126,93;23;3;20;0;|;-88,42;-126,38;17;2;15;0;|;-98,58;-130,11;16;1;15;0;|;-110,09;-130,57;7;0;7;0;|;-98,48;-127,42;5;0;5;0;|;-102,49;-127,07;5;0;5;0;|;-103,1;-126,63;8;0;8;0;|;-100,81;-126,95;6;1;5;0;|;-95,11;-126,94;13;0;13;0;|;-97,21;-127,35;23;2;21;0;|;-104,96;-130,54;30;1;29;0;|;-78,14;-128,33;786;61;723;2;|
jue. abr. 25 2019;-91,43;-130,29;34;6;28;0;|;-94,06;-130,52;40;3;36;1;|;-93,67;-130,24;39;6;33;0;|;-89,55;-130,14;38;3;35;0;|;-93,85;-130,25;43;2;41;0;|;-91,49;-130,22;41;7;34;0;|;-84,67;-130,54;66;3;63;0;|;-104,45;-130,39;54;8;45;1;|;-92,99;-130,94;74;9;65;0;|;-92,2;-130,43;60;8;52;0;|;-87,92;-130,85;47;2;45;0;|;-96,05;-129,29;40;1;39;0;|;-86,41;-130,99;27;4;23;0;|;-96,18;-129,97;21;0;21;0;|;-95,95;-127,16;15;1;14;0;|;-104,14;-127,7;8;0;6;2;|;-97,89;-127,69;5;0;5;0;|;-103,63;-127,47;8;1;7;0;|;-90,87;-131,26;7;1;6;0;|;-102,83;-131;11;0;11;0;|;-92,65;-126,78;8;1;7;0;|;-92,04;-126,42;13;2;11;0;|;-105,19;-127,21;3;0;3;0;|;-101,15;-127,64;27;0;27;0;|;-84,67;-129,39;729;68;657;4;|
